uID,AdID,BoxID,AE,RE,AA,PI,AccX kurtosis,AccX mean,AccX num_of_peaks,AccX slope,AccX spec_phs_F1oF23,AccX spec_phs_F2oF13,AccX spec_phs_F3oF12,AccX spec_pow_F1oF23,AccX spec_pow_F2oF13,AccX spec_pow_F3oF12,AccX std,AccX total_var,EDA kurtosis,EDA mean,EDA num_of_peaks,EDA slope,EDA spec_phs_F1oF23,EDA spec_phs_F2oF13,EDA spec_phs_F3oF12,EDA spec_pow_F1oF23,EDA spec_pow_F2oF13,EDA spec_pow_F3oF12,EDA std,EDA total_var,HR kurtosis,HR mean,HR num_of_peaks,HR slope,HR spec_phs_F1oF23,HR spec_phs_F2oF13,HR spec_phs_F3oF12,HR spec_pow_F1oF23,HR spec_pow_F2oF13,HR spec_pow_F3oF12,HR std,HR total_var,SC kurtosis,SC mean,SC num_of_peaks,SC slope,SC spec_phs_F1oF23,SC spec_phs_F2oF13,SC spec_phs_F3oF12,SC spec_pow_F1oF23,SC spec_pow_F2oF13,SC spec_pow_F3oF12,SC std,SC total_var,Temp kurtosis,Temp mean,Temp num_of_peaks,Temp slope,Temp spec_phs_F1oF23,Temp spec_phs_F2oF13,Temp spec_phs_F3oF12,Temp spec_pow_F1oF23,Temp spec_pow_F2oF13,Temp spec_pow_F3oF12,Temp std,Temp total_var,diameter kurtosis,diameter mean,diameter num_of_peaks,diameter slope,diameter spec_phs_F1oF23,diameter spec_phs_F2oF13,diameter spec_phs_F3oF12,diameter spec_pow_F1oF23,diameter spec_pow_F2oF13,diameter spec_pow_F3oF12,diameter std,diameter total_var
37,1,2,2.604,1.984,3.171,3.639,-1.31446755,-36.96575525,14,0.012077905,-1184.713954,0.001161978,-0.002001414,1.000040003,0.999788652,4.28E-05,7.322827952,1.564704949,-1.039850843,0.96555117,1,-0.003356041,-1,0,-1,1,0.999587561,0.000103142,0.519344192,0.231089582,-1.241403445,63.3799666,6,-0.242672748,-59.47697596,-0.009162835,-0.007791987,1.072030053,0.78731614,0.04396839,7.222223272,16.39832714,-0.993958058,1.634297432,4,-0.000916515,-261.8160474,0,-0.003819476,1.000020204,0.999951191,7.15E-06,0.259923816,0.343895565,-1.02500789,32.40162375,0,0.002412602,-161.7305035,-0.00278053,-0.003421564,1.000007971,0.999974414,4.40E-06,0.579668207,0.157489743,-1.435618945,3.700383999,8,0.002452331,-6.118735866,-0.041545956,-0.131954913,1.000000014,0.999999942,1.11E-08,0.663702509,6.364930717
38,1,3,3.143,1.765,2.915,2.638,-1.269252882,-31.05601617,247,-3.78E-31,-57.51955307,-0.003916378,-0.013574416,1,1,1.23E-33,7.37089239,0,-0.924705526,0.443887109,0,-0.000443742,-1,0,-1,1,0.999991189,2.20E-06,0.27154118,0.03062303,-1.007251814,70.23074845,23,-0.042528784,-74.67202004,-0.005658699,-0.00782112,1.023426581,0.938521439,0.010170637,2.208759897,3.381264943,-1.241689396,12.5154699,1,-0.023831821,-283.3514041,0,-0.003529187,1.004809677,0.954136891,0.010647517,1.248842773,1.419561234,-1.052504904,33.24436013,0,-0.000552555,-57.10380989,-0.007670141,-0.009993791,1.000000372,0.999998805,2.06E-07,0.358543022,0.037942433,-1.466117961,3.780242446,9,0.000120775,-2.251357155,-0.242261298,-0.3240577,1.00000139,0.999994066,1.14E-06,0.810287814,3.056344835
39,1,4,2.871,1.835,2.852,2.948,-0.927235834,-41.03202154,246,-2.57E-18,-42.48513975,-0.005326974,-0.01840444,1,1,6.79E-34,5.919975523,1.85E-11,-1.068263872,0.192452995,92,-3.23E-33,-1,,-1,1,1,8.02E-33,0.019060481,0,-1.057636318,75.76803773,2,-0.13692716,-74.19016662,-0.005726289,-0.00784179,1.050527434,0.841560884,0.03166917,4.096339489,8.525522113,-1.178047087,1.260526167,1,-0.006796933,-269.1983346,0,-0.003714733,1.000246751,0.998410842,0.000336038,0.25136501,0.521709105,-0.585528282,32.34468173,0,8.18E-07,-204.7705077,-0.001760375,-0.003134148,1,1,3.61E-12,0.521852881,0.000107904,-0.734125536,4.170367741,10,-0.002267439,-5.937525437,-0.044237581,-0.135131754,1.000000007,0.999999971,5.55E-09,0.380041729,4.013211325
46,1,1,3.086,1.717,3.081,2.858,-1.814247678,-45.6852954,11,-0.014553403,-103.6362889,-0.007410915,-0.002271723,1.000149809,0.999647134,5.08E-05,17.00698058,5.291836634,-1.207989784,0.136277029,4,-0.00011727,-1,0,-1,1,0.999999388,1.53E-07,0.015466718,0.011363285,-0.900018826,71.06952641,4,-0.070955688,-84.86992068,-0.004392319,-0.007455527,1.019223479,0.932879856,0.012763467,4.1753105,7.968197642,-1.185705863,0.743151092,3,-0.001478309,-227.9792579,0,-0.004386364,1.000017359,0.999886235,2.41E-05,0.164238369,0.394388904,-1.065849971,31.87991293,0,0.001180571,-159.8760534,-0.002838609,-0.00343568,1.000001527,0.999995095,8.44E-07,0.735626965,0.079972457,-1.48591719,4.144501563,9,0.003286644,-5.133380607,-0.077280003,-0.136576598,1.000001512,0.999993552,1.23E-06,0.703569507,6.2821836
47,1,1,4.602,1.264,3.048,3.047,-1.328649473,-42.74017132,13,-0.002063096,-57.29152654,-0.011188107,-0.00640863,1.000013665,0.999967419,4.73E-06,11.57176576,1.420967895,-1.164483987,3.068361871,0,-0.00499731,-1,0,-1,1.000000005,0.99282868,0.001802524,1.270110615,0.326874686,-0.797173971,66.60313497,10,-0.075271244,-65.81979969,-0.008166564,-0.007142201,1.014302677,0.955082186,0.008000672,4.626217238,9.687205182,-1.159536662,4.225824549,0,-0.019695076,-271.2308788,0,-0.003686896,1.001781429,0.986717918,0.00290618,1.317316203,1.329246821,-1.009993454,33.80057256,0,-0.001904593,-55.48420338,-0.008093173,-0.010091853,1.000002321,0.999992547,1.28E-06,1.044256477,0.113390064,-1.468901019,3.857667143,9,-0.007174967,-2.270361251,-0.236378162,-0.323240111,1.000001336,0.999994293,1.09E-06,0.751306678,5.055184428
48,1,2,2.372,1.988,1,2.635,-1.364007814,-41.9651727,15,-0.014240153,-45.84642077,-0.012010559,-0.010039935,1.012392978,0.973005559,0.003775984,3.537026687,4.124596865,-0.774701719,1.562575749,3,-0.002487671,-1,0,-1,1,0.99971734,7.07E-05,0.748824299,0.318391269,-1.143358249,67.49410852,5,-0.088431887,-64.59111168,-0.008080426,-0.007522205,1.007094494,0.977085596,0.004043929,10.27837997,10.8674509,-1.106037335,6.186848644,2,0.000654141,-3052.053487,0,-0.000327648,1.000295643,0.998801825,0.000225875,0.347082638,1.274166217,-0.961676293,29.92263306,0,0.002390642,-167.3065081,-0.002626985,-0.003367709,1.000007799,0.99997497,4.31E-06,0.580529273,0.153175216,-1.485401146,4.562001129,9,-0.001841123,-2.37838325,-0.190009818,-0.329266347,1.000000012,0.999999949,9.80E-09,0.764350485,3.493425609
49,1,4,3.445,1.842,2.841,3.014,-1.296950631,-15.68420627,11,-0.045948139,-53.35276921,-0.00795363,-0.010962285,1.000187931,0.999340097,0.000118066,13.18889319,6.554363263,-1.021445681,0.290284365,37,-7.46E-08,-1.001467265,0,-0.998534885,1,1,3.34E-13,0.121008311,5.36E-05,-1.141884662,77.89286132,3,-0.034500968,-87.98469456,-0.004663437,-0.006764913,1.000256016,0.999040403,0.00017605,7.026881239,8.226317183,-1.233028253,3.928266812,3,-0.004257275,5383.174072,0,0.000185764,1.00031733,0.998003091,0.000420583,1.596530459,2.658747673,-0.686208844,31.97256974,1,-5.13E-08,-49.12032001,-0.010146032,-0.010421462,1,1,7.75E-15,0.518971173,4.89E-06,-1.525399646,4.571168285,9,-0.000784156,-2.331504057,-0.217298693,-0.321299427,1.000000162,0.999999308,1.33E-07,1.006233924,3.981030467
50,1,3,2.167,2.051,1,1,-1.359990606,-36.62634483,18,0.016838372,-127.5539062,-0.003536154,-0.004334202,1.000068277,0.999841656,2.25E-05,14.15734584,14.89036498,-1.256710488,0.5666022,1,3.14E-19,-0.994603623,0,-1.005425656,1,1,2.77E-32,0.236045134,5.28E-13,-1.010114639,68.6142452,12,-0.185151554,-73.47882951,-0.005855539,-0.007845072,1.017037349,0.951705929,0.008215862,4.503323603,10.94928791,-1.03781389,5.236322223,4,-0.012741096,-245.1372174,0,-0.004079348,1.002010321,0.993106379,0.001228799,1.042782779,4.649466425,-0.968951289,31.81342078,0,0.001169111,-168.701639,-0.002582344,-0.003362596,1.000001482,0.999995225,8.23E-07,0.392026318,0.07515065,-1.004240762,3.727296434,8,-0.007902866,-2.18459172,-0.264760262,-0.3261783,1.000000918,0.999996099,7.46E-07,0.528712877,2.477924316
51,1,4,3.13,1.93,2.852,2.921,-1.351738812,-22.67585854,0,5.20E-33,-102.2705821,-0.001416775,-0.008384851,1,1,1.89E-34,5.258572686,0,-1.289560656,0.561045958,0,-4.00E-19,-1,0,-1,1,1,4.58E-32,0.054855313,5.28E-13,-1.264518154,76.6881977,7,-0.043513696,-84.7822164,-0.004408685,-0.007451557,1.020279754,0.94878942,0.008186503,5.234215231,7.045032195,-0.953325369,1.396171935,3,-0.007805238,-231.5793123,0,-0.004318175,1.000092046,0.998191015,0.00042983,0.548575223,0.908209076,-1.168318948,30.88491917,0,0.006325522,-162.8918445,-0.002747719,-0.003410005,1.000852504,0.997266011,0.00047162,1.261431125,0.409927475,-1.501714864,4.470857271,9,0.004792768,-2.425803142,-0.169590601,-0.33205703,1.000000005,0.99999998,3.75E-09,0.973365372,4.492570865
52,1,1,1.895,1.908,3.017,2.89,-1.014641321,-30.90053227,15,0.002975318,1398.827282,-0.000621329,0.001337877,1.000671308,0.998943345,9.65E-05,3.960334009,4.559123644,-0.733728985,0.402591413,0,-0.001278199,-1,0,-1,1,0.999930804,1.73E-05,0.218953813,0.086905106,-1.335787398,71.65384222,239,-0.137901565,-59.73101196,-0.009026784,-0.007855572,1.064758677,0.800990264,0.04119833,4.667770916,10.05798105,-1.24212147,2.679817014,2,-0.015493799,-269.0325951,0,-0.003717022,1.000672683,0.992538298,0.001707206,0.874085926,1.291407021,-1.162136926,32.31965828,0,-0.000284821,-51.86000547,-0.009110453,-0.010359162,1.000000088,0.999999721,4.78E-08,0.346597835,0.019807952,-1.545966524,4.586175095,10,0.004212984,-5.089626094,-0.079392113,-0.136652639,1.000001027,0.999995595,8.44E-07,0.901967224,5.088232453
53,1,4,3.485,1.627,3.062,2.833,-1.669434277,-47.78768323,15,0.205482008,-319.2444005,-0.002515139,-0.000620373,1.008059409,0.970060807,0.005623224,14.55733934,21.83793418,-1.312531576,0.115314859,4,-2.41E-06,-1.001359951,0,-0.998641896,1,0.999999919,2.03E-08,0.031255949,0.010949566,-1.300849308,70.4155357,8,-0.053215405,-75.17518061,-0.005003827,-0.00838176,1.006556649,0.975069976,0.004699349,4.339998703,5.018076089,-1.070067728,1.336163721,1,-0.001632932,-220.865234,0,-0.004527648,1.000021809,0.999881229,2.42E-05,0.51131639,0.16550102,-1.072116051,30.68301582,1,-1.52E-05,-369.2772497,-0.000199569,-0.002509424,1.000000046,0.999999852,2.56E-08,0.883710117,0.012025253,-1.377797847,3.954592134,8,-0.004902863,-2.222511001,-0.250274997,-0.326220991,1.00000101,0.999995674,8.29E-07,0.627118201,4.173394376
54,1,3,3.14,1.797,5,5,-1.156550434,-29.23158694,13,0.080335421,-254.058778,0.000677561,-0.004607427,1.015477311,0.960580545,0.006252239,8.737254065,41.52673338,-1.072261316,0.765988856,5,-0.000861419,-1,0,-1,1,0.999801022,4.98E-05,0.298897581,0.273930532,-1.114537367,89.9208112,11,-0.019875413,-98.99079014,-0.005487384,-0.004665511,1.004142595,0.982382193,0.003421755,3.501104639,6.544003221,-1.322733249,1.658838191,4,0.000796958,5420.661292,0,0.000184479,1.000041758,0.999922895,8.84E-06,0.314291359,0.294573832,-0.838982401,32.66162761,0,0.000426533,-177.7336693,-0.00236451,-0.003277341,1.00000022,0.999999293,1.22E-07,0.436109105,0.029659669,,,,,,,,,,,,
55,1,2,3.266,1.758,3.148,2.833,-1.510434433,-33.12797972,12,-0.005182542,-66.89999922,-0.009855637,-0.005193655,1.000045344,0.999933057,5.40E-06,22.47433703,3.530533618,-0.984411914,1.065231059,1,-0.002998,-1,0,-1,1,0.999603512,9.92E-05,0.623993889,0.225817542,-0.955023259,70.46286673,13,-0.014511281,-87.43758755,-0.004536398,-0.006963145,1.005649334,0.96674401,0.007096226,2.519728991,2.923988558,-0.621487698,0.851983268,1,-0.001681417,-253.7887956,0,-0.003940284,1.000012633,0.999887983,2.48E-05,0.208537571,0.110866964,-1.105366651,31.68910375,0,0.001768247,-164.4019629,-0.00270966,-0.003391316,1.000005103,0.99998361,2.82E-06,0.613813909,0.119238245,-1.594160259,4.200674949,7,-0.002128967,-2.374272053,-0.18694151,-0.332324764,1.000000016,0.999999932,1.31E-08,0.847162871,3.980712007
56,1,2,1.891,1.694,2.532,2.361,-0.679391024,-23.76093327,13,0.120177339,-150.7905838,-0.002742974,-0.003910119,1.028459721,0.890999059,0.022291983,4.745842369,8.098347783,-1.045002189,0.769991721,5,0.004385216,-1.001346408,0,-0.998655403,1.000000003,0.997645675,0.000589622,0.260507595,0.720867035,-1.069797767,74.31789717,2,0.119409386,-230.4828485,-0.001736569,-0.002611198,1.008725458,0.965898513,0.006543913,3.343745463,9.686433522,-1.187603898,3.541188376,6,0.000828913,579.6299009,0,0.001725239,1.000497334,0.999397137,2.65E-05,0.626889688,2.469025844,0.439604022,32.64043292,0,0.001704627,-153.3115732,-0.003049909,-0.003493999,1.000004716,0.999984872,2.60E-06,0.258688418,0.127871872,-1.779168628,4.72515522,11,0.005752448,-2.298384328,-0.219694504,-0.328245297,1.000000101,0.999999567,8.30E-08,1.19429754,6.522463582
57,1,1,1.03,2.011,2.807,2.361,-1.435076572,-32.39797885,8,-0.064010128,-49.57623467,-0.008491907,-0.01187876,1.013617313,0.953560197,0.008577584,8.855450004,6.835528738,-1.284931661,1.261538081,3,-0.001478559,-1,,-1,1,0.99986843,3.29E-05,0.335473181,0.172475531,-1.145538492,86.39049957,8,0.026585518,-293.3829953,-0.000665107,-0.002747055,1.004952955,0.986350715,0.002205442,4.914465318,4.997212977,-1.0167577,2.572642126,4,-0.005095686,-166.3552586,0,-0.006011232,1.000050063,0.998791671,0.000289834,0.605826985,1.007188575,-1.004200577,32.70286527,0,0.000651444,-160.0249907,-0.002871373,-0.003397099,1.000000259,0.999999164,1.44E-07,0.872073609,0.038456699,-1.524031178,5.345756805,10,-0.002994303,-2.255349591,-0.240740593,-0.324104173,1.000001113,0.999995253,9.08E-07,0.940217529,5.885205054
58,1,3,3.297,1.551,3.04,3.047,-1.493122114,-28.75532511,17,-0.007997614,-43.45580035,-0.012350428,-0.010928292,1.000014057,0.99997822,1.93E-06,22.69592776,7.213711313,-0.980450584,0.814715376,1,-0.00117777,-1,0,-1,1,0.999931287,1.72E-05,0.471652985,0.080203911,-0.852033994,96.60176941,3,-0.129135837,-79.58103744,-0.004719951,-0.007920152,1.00712374,0.977319228,0.003976368,12.40727021,12.57722514,-0.736721348,3.842397411,2,-0.004233435,-244.3750221,0,-0.004092071,1.000125286,0.998977691,0.000224439,0.46655255,0.928327503,-0.341649077,32.07393225,0,0.000973267,-169.106,-0.002550241,-0.0033804,1.000001166,0.999996253,6.45E-07,0.621289588,0.070263394,,,,,,,,,,,,
60,1,2,1.212,1.926,1.546,1,-1.435971709,-39.62292481,12,0.50514857,-147.8178614,-0.00220143,-0.004583766,1.03705868,0.865958416,0.027560719,12.75066469,96.29857328,-0.636767563,0.485587873,4,0.007486015,-1.001347444,0,-0.998654369,1.000000003,0.996897627,0.000777401,0.214056352,0.735518957,-1.180053494,84.99420085,7,0.104050625,-317.6413137,-0.00020857,-0.00294086,1.010531872,0.952206438,0.00971521,4.006073588,9.934499876,,,,,,,,,,,,,,,,,,,,,,,,,-1.515180864,4.859712,11,0.006364765,-5.160642143,-0.067766043,-0.143582956,1.000000071,0.999999694,5.87E-08,0.98848095,6.654216495
1,2,1,1.239,4.699,2.895,1,-1.244873295,-32.26481691,7,-0.270178868,-54.4151896,-0.006285136,-0.012244589,1.076107807,0.836566533,0.026867843,4.430776246,11.0229715,-1.194408353,1.2424549,2,-0.005220871,-1,,-1,1,0.999784297,5.39E-05,0.398729187,0.165687938,-1.353702011,87.40455394,2,0.072438323,-253.148418,-0.001485911,-0.002471672,1.051809376,0.756253399,0.06018526,4.87496402,3.705071086,-1.130875674,1.628857908,0,-0.007872653,-240.1506452,0,-0.004164053,1.000086044,0.999633876,7.00E-05,0.353005782,0.242255139,-1.224108515,32.340157,0,0.001654794,-179.7507259,-0.002784884,-0.002793894,1.000001134,0.999997082,4.46E-07,0.869863412,0.05159098,-1.391334678,3.991037575,6,-0.004568629,-5.109330169,-0.07551022,-0.139171029,1.000000451,0.99999805,3.75E-07,0.562326019,2.515372342
2,2,3,1.481,3.972,3.206,4.386,-0.117781152,-31.24531733,5,-0.190704482,-88.74133397,-0.006335853,-0.004995801,1.005645501,0.976814563,0.004476894,4.490681049,5.799721572,-0.156415755,0.955202399,2,0.002207254,-1,0,-1,1,0.999812159,4.70E-05,0.130355682,0.45838512,1.12321622,80.30065662,4,-0.001554445,-119.2257771,-0.00014818,-0.008241701,1.000813614,0.991379924,0.00196488,3.94890015,1.131517389,-1.164330302,3.030006186,2,0.010148719,-845.7204623,0,-0.001182424,1.000249791,0.997316695,0.000609659,0.43614137,0.65159905,-0.916952013,32.24969783,0,0.002948677,-177.8604479,-0.002822767,-0.002815468,1.000007332,0.999981151,2.88E-06,0.405588143,0.094100147,-1.327341585,4.753196745,5,-0.012265964,-2.227530927,-0.253096577,-0.322393257,1.00000182,0.999992244,1.48E-06,1.009434269,2.897231657
3,2,3,1.394,4.397,2.925,4.241,-0.968555531,-42.90080414,239,0,133.2208775,0.00991474,-0.002361408,1,1,8.73E-34,1.135541015,0,-1.262042474,0.44779871,0,-0.001268731,-1,0,-1,1,0.999985877,3.53E-06,0.118938251,0.039674484,-0.425841104,67.72618165,1,-0.114553405,-51.17001143,-0.01252384,-0.007197372,1.00231518,0.992100299,0.001406607,9.825036827,4.406869516,,,,,,,,,,,,,,,,,,,,,,,,,-0.627701006,4.037812386,4,0.003102904,-5.016504213,-0.080636764,-0.138868897,1.000000869,0.99999632,7.03E-07,0.283797943,1.703689784
4,2,3,1.938,4.229,3.081,4.593,-0.349184052,-22.6420158,5,-0.026549798,-61.52172368,-0.0074216,-0.008964806,1.000119584,0.998940476,0.000235183,2.616336633,3.79972889,-1.142674646,2.717406571,2,0.004619662,-1,0,-1,1,0.999602896,9.93E-05,0.473106348,0.478085186,-1.021590368,68.66257273,3,0.031910866,-157.3663754,-0.00213501,-0.004237625,1.000107513,0.999281315,0.000152882,4.375025509,2.865138259,-1.173911752,3.47927385,1,-0.008325519,-215.200958,0,-0.004646819,1.000101076,0.999433413,0.000116433,0.580944111,0.328131025,-0.802016354,31.94336796,0,0.003578331,-181.6460821,-0.002733345,-0.00278706,1.000043344,0.999888583,1.70E-05,0.916852951,0.115026781,,,,,,,,,,,,
5,2,2,1.036,4.434,2.793,3.711,-1.374276574,-38.30018438,7,-0.006266105,-33.53094954,-0.018797995,-0.011449225,1.000028008,0.999946631,6.34E-06,14.79674221,0.763504265,-1.184658675,1.496840645,2,-0.006033043,-1,0,-1,1,0.999635585,9.11E-05,0.414828084,0.258622773,-1.241435871,66.91948557,79,-6.81E-19,-8.912261137,0.000851975,-0.112875402,1,1,3.38E-34,2.748509054,3.36E-12,-1.310138132,3.912337354,2,-0.01000136,-287.4211711,0,-0.003479215,1.000200631,0.998859722,0.000235135,0.493569065,0.571408335,-1.316357343,31.51483384,0,0.002344062,-179.0261721,-0.002792287,-0.002809133,1.000002376,0.9999939,9.31E-07,0.461723854,0.075203145,,,,,,,,,,,,
6,2,1,1,4.797,3.108,4.442,-1.352921272,-32.3331468,7,-0.020481363,-72.11158087,-0.006686095,-0.007277951,1.000770198,0.99643947,0.000699734,8.960207786,2.149205762,-0.974035822,2.875744866,2,-0.013082629,-1,0,-1,1,0.997755501,0.000562071,1.124713199,0.525637844,-1.334687964,80.97000927,3,0.012358901,174.7462324,0.00053067,0.005186393,1.0001664,0.998141677,0.000423596,4.59579721,1.654749819,-1.166528877,4.325318956,2,-0.002813197,1742.874329,0,0.000573765,1.000165912,0.998980854,0.000213487,1.472900843,0.987603061,-1.031957352,32.13216747,0,-0.000667547,-63.38802971,-0.007751189,-0.008150008,1.000000332,0.999999154,1.29E-07,0.165306541,0.022535362,-1.576135165,4.806946943,6,-0.007686434,-2.285685799,-0.230713415,-0.323359349,1.000001187,0.999994929,9.71E-07,0.834172565,3.338213925
7,2,3,1.082,4.419,3.051,3.836,-1.325382396,-37.79958907,239,-1.97E-32,-45.64446953,-0.011631539,-0.010518943,1,1,1.13E-34,3.530754837,0,-0.765200963,0.507541806,0,-0.002269371,-1,0,-1,1,0.999953054,1.17E-05,0.197105884,0.074269482,-1.198184493,81.49184568,9,0.079809272,-281.1166953,-0.001415981,-0.002147331,1.01201955,0.965281723,0.00588034,2.773966503,2.426349267,-1.355059733,2.916268926,2,-0.004897341,-259.0116289,0,-0.003860831,1.000047958,0.999578394,9.34E-05,0.577246555,0.263665326,-0.926932464,34.03233905,0,0.000913299,-215.9089749,-0.002078729,-0.002563485,1.000000948,0.999997552,3.75E-07,0.26509821,0.032918899,-1.544953201,4.628937972,5,0.012092533,-5.293406222,-0.072546793,-0.133969533,1.00000645,0.99997242,5.28E-06,1.04789735,6.162573709
8,2,1,1.478,4.176,3.051,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.123509567,4.177036594,2,-0.011141638,-224.9228404,0,-0.004445969,1.000506755,0.998931668,0.000140589,0.874763944,0.97711098,-0.803455919,32.23393724,0,-0.000955325,-60.79776675,-0.00825908,-0.00832528,1.000000362,0.999999069,1.42E-07,0.981792651,0.030162716,-1.472208646,4.13036161,4,-0.006780553,-2.299379873,-0.225476293,-0.323630506,1.000000705,0.999997015,5.70E-07,0.921469079,3.360702205
9,2,2,1.591,4.14,3.146,4.593,-1.074677217,-35.24666621,45,2.15E-17,18.91276935,0.020422284,0.031146258,1,1,7.96E-36,4.223003351,9.09E-12,-1.413954449,1.140861656,0,-0.00135,-1,0,-1,1,0.999973422,6.64E-06,0.575607694,0.044129488,-1.1846238,72.76835107,0,-3.15E-31,82.72983355,-0.014928296,0.027852439,1,1,6.58E-34,3.03754935,0,-1.161501876,0.941876653,0,-0.001225814,-262.4742311,0,-0.003809898,1.000002696,0.999988098,2.30E-06,0.199434944,0.037006628,-1.033582125,32.67296925,0,0.001891724,-177.9985521,-0.002817817,-0.002816031,1.000001767,0.999995452,6.95E-07,0.365722497,0.059660216,,,,,,,,,,,,
10,2,3,1.35,4.532,2.733,1,-1.027704705,-43.55843527,4,-0.006143006,150.0351809,0.004478435,0.002167192,1.000009209,0.99996126,7.38E-06,5.566557201,0.946717177,-0.687550176,0.115297733,1,-3.03E-19,-1,0,-1,1,1,7.98E-33,0.039445858,4.26E-14,-1.343948202,77.63260687,9,-0.019870246,-66.73481606,-0.006511729,-0.008583907,1.006666923,0.970983904,0.005732294,3.722978542,0.986915553,-1.137864907,1.921291409,2,0.002145683,-395.7421347,0,-0.002526898,1.000108611,0.999868161,5.81E-06,0.301239762,0.531226018,-1.068616622,31.43960181,0,2.49E-06,-197.4786582,-0.002371372,-0.002705264,1,1,4.99E-12,0.768665895,7.57E-05,-1.398020084,3.691623238,3,-0.01949189,-2.161210209,-0.273600656,-0.326380364,1.000009761,0.999958397,7.96E-06,0.5935774,1.862926019
11,2,1,1.29,4.414,3.081,4.241,-1.284893253,-46.95356691,6,0.35025105,-183.5124115,-0.00334404,-0.002119318,1.058768806,0.8275581,0.034025031,6.51249609,15.22354734,-1.193229247,8.153372081,1,-0.019926149,-1,,-1,1,0.970286542,0.00759768,1.932359527,0.885542227,-1.050257446,81.1133193,3,0.064263244,-316.0779843,-0.000938254,-0.002229699,1.001097498,0.996023713,0.000722349,3.058705,3.041201294,-1.349837853,1.624657072,2,9.41E-09,-390.3458293,0,-0.002561831,1,1,2.21E-16,0.319305779,8.84E-07,-1.041656809,32.18559256,0,0.001105134,-183.6202939,-0.002696993,-0.002763896,1.000000476,0.999998772,1.88E-07,0.782762286,0.03325064,,,,,,,,,,,,
12,2,2,1.511,4.144,3.009,4.31,-1.412292297,-27.23444455,10,-0.003333318,-47.06383514,-0.009141125,-0.012329631,1.000004874,0.999992784,5.86E-07,7.219522429,1.664223517,-1.073747295,1.888620972,2,-0.00078415,-1,0,-1,1,0.999961631,9.59E-06,0.572335876,0.161112593,-1.094754081,77.05670726,2,-0.081687401,-73.35422381,-0.004722001,-0.008994847,1.002951589,0.988988511,0.002035438,2.027338478,2.636238016,-1.087883467,10.39424733,1,0.024766852,-2428.537425,0,-0.00041177,1.002143384,0.991772396,0.00153247,1.301623433,2.049533532,-0.560272964,32.32354143,0,0.001727316,-185.7211276,-0.002639791,-0.002759154,1.000001083,0.999997202,4.29E-07,0.698263306,0.053062487,,,,,,,,,,,,
13,2,4,1.214,4.497,3.009,3.711,-1.363122897,-40.16002353,6,0.005338789,1465.087308,-1.81E-05,0.000700687,1.002808097,0.995513927,0.000423179,2.756693963,1.259403488,-0.532663188,0.102779959,1,6.83E-05,-1,0,-1,1,0.999999942,1.46E-08,0.004193606,0.003655088,-1.341298572,69.3555132,7,0.047550806,-841.4075348,0.001277634,-0.002459837,1.000086973,0.999644889,6.71E-05,10.99893433,1.315139917,-0.732557092,0.707124084,2,-0.000115949,-689.8297936,0,-0.001449633,1.000000083,0.999999794,3.08E-08,0.132449226,0.006590593,-1.39846695,31.40822216,0,5.03E-06,-145.561869,-0.003751199,-0.003142225,1,1,8.98E-12,0.12586309,0.000219409,,,,,,,,,,,,
14,2,1,1.581,3.841,2.631,3.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.08334276,0.457351138,1,-0.001147019,-250.6360121,0,-0.00398985,1.000001967,0.999989067,2.24E-06,0.070270113,0.035401892,-1.307049162,31.55402993,0,0.000425548,-178.5210666,-0.002813629,-0.002803683,1.000000071,0.99999982,2.73E-08,1.000949371,0.013770456,-1.344004791,4.263130029,5,-0.009191847,-2.183172952,-0.263790106,-0.32744927,1.000007586,0.999967674,6.19E-06,0.724571526,3.14308463
16,2,3,1.831,3.973,3.114,4.442,-1.191637254,-38.49525455,6,-0.001625492,-65.79645872,-0.008893556,-0.006418122,1.000004742,0.999983308,2.99E-06,11.75101402,0.87412742,-0.69918306,0.26151515,0,0,-1,0,-1,1,1,8.88E-33,0.194809897,0,-0.983660421,68.81199489,0,0.069529418,-246.0140963,-0.001476608,-0.00259585,1.007311923,0.973943122,0.004801835,4.398119986,2.248349856,-1.352933413,2.092965635,5,-1.25E-09,2259.231572,0,0.000442628,1,1,5.82E-18,0.493735886,2.99E-07,-0.936343723,31.71852776,0,-5.65E-05,-50.80291653,-0.010743972,-0.009134283,1.000000012,0.99999997,4.60E-09,0.83874061,0.002162897,-1.462225863,4.018908421,4,-0.039833858,-2.160048085,-0.273171845,-0.327139518,1.000005062,0.999978512,4.11E-06,1.081429444,5.040553879
